text,category
took our carryon bag with essential attire for a life changing interview tomorrow &amp; it's not here; can we expect compensation?,Luggage Issue
"Hi! I just saw a Black History month commercial on TV &amp; Im excited! In support of this month,will you all grant me 1 free trip",Satisfied
took our BOS to BWI plane for a flight to StL and promised a replacement  1.5 hours Late Flightr. Now 2.5 hours delayed. Not happy.,Flight Issue
"though I work for another major airline,  I LOVE your Black history month commercial. I Thank you.",Satisfied
Black History Commercial is really sweet. Well done.,Satisfied
even with the 50$ voucher for picking up my bag,Luggage Issue
"there... from my first interaction with your people this morning, after bad weather, sorry but I wont be flying with you again",Luggage Issue
yeah they told me it would be on the next flight. I drove down and it wasnt. I just drove down for a second time and they were,Luggage Issue
much respect!,Satisfied
Thank you!  #thankful #feelingtheluv,Satisfied
I got it added thank you! :),Satisfied
"Great, thank you. Best of luck dealing with this horrible winter.",Satisfied
thank you :-),Satisfied
"MY BAGS ARE. 1st woman said it would be there on the next flight... not there, so now Ive got nothing. Big wigs help me out",Luggage Issue
Thanks for taking care of me Today!  Michele rocked the customer service! Gate 25 HOU,Satisfied
paid for my own $200 rental car just to not go through this for the 3rd day  :(,Flight Issue
I did. Thank you.,Satisfied
understand weather is an issue but on time cancelleded reinstated cancelleded with hardly any updates and doing nothing for me= :(,Flight Issue
"Despite Mother Nature's best efforts, 's good-humored folks got us home safely in an area heavily affected by winter storms.",Satisfied
flight yesterday cancelleded. Got to airport 4am today for an on time flight w was delayed cancelleded than reinstated which caused,Flight Issue
Flight 4968 (N8325D) departs  enroute to  http://t.co/fd4SnvKIeM,Flight Issue
Awesome - thanks!,Satisfied
im in same boat.. 8am flight to Jacksonville... Get me out of here!!,Flight Issue
I'm concerned that you will cancelled my flight out of BNA tomorrow am. Should I be?,Flight Issue
"really appreciate the follow up, I always fly with y'all for a reason!",Satisfied
All pieces were found and safely delivered to our home this afternoon.,Satisfied
4 flights cancelled in one week?! Customer Service is 💩💩💩💩,Flight Issue
I have had 4 flights cancelled through yall!!!! Im sick of it 😠😠,Flight Issue
El Paso deals....May❤❤❤😍🌏,Satisfied
we are 2 mins from departure of 4125 and no announced update nor an update to on time status. Everyone just standing. #comeon,Flight Issue
can I get any kind of update on the delayed flight from Boston to Houston at 7:30? Really need to be back home tonight!,Flight Issue
Thanks. I'll keep checking. I'm trying to book our first Disney World vacation.,Satisfied
"yeah, all 4 are rebooked for tomorrow AM. Hoping the 3rd time is a charm for no cancelled flights!",Flight Issue
Thank you. I know ya'll can't control the weather. I appreciate ya'll working to get my flight rebooked the last two days.,Satisfied
About time...and just in time for my next flight Thursday.,Satisfied
"not as sorry as I was when I sat on a plane for 3 hours waiting for the engine to be fixed and THEN got my luggage lost, but k",Flight Issue
No worries at all!!! I would rather be safe on the ground than take any chances. Yes! Tomorrow AM if BNA reopens ☺️,Satisfied
#fattuesday Great job celebrating #mardigras today at Atlanta Airport. Another reason I'm nuts for you! http://t.co/8WBzOrRn3C,Satisfied
Awwweesssooomee!,Satisfied
had to rebook through Atlanta &amp; now drive to #Nashville. Had to pay ridiculous price difference. Bad weather good for business,Flight Issue
Amazing customer service as well. Will definitely fly with you guys again if my instrument is involved. #10/10,Satisfied
"your social media team just said ""sorry"". Thankfully submitting a complaint got resolution from an amazing rep who called.",Satisfied
"flight 1613 cancelled??? My wife is stuck in Phoenix on the way from slc to san
Thanks a lot southwest!",Flight Issue
knows whats up! That #BlackHistoryMonth commercial. Just another thing to add to reasons why I fly with #SouthWestAirlines,Satisfied
MCO-&gt;DCA flight almost full of people screwed by the MSY-DCA cancelledation.  and  didn't cancelled. SWA=mistake.,Flight Issue
your employees were great!,Satisfied
"thanks for the reply, something is off with the phones becuz after 2 dropped calls at 2 hours on hold, I got through on 1 ring",Satisfied
Thank you for the vouchers after the long wait on the runway Saturday night at BWI! I really appreciate it! #SWfan,Satisfied
JH thank you. I finally got through the second time.,Satisfied
"haha, thanks for the explanation",Satisfied
my flight was cancelled Monday.  Just looking to cancelled and credit my card.  That's all.,Flight Issue
still on the ground &gt;30mins after planned departure. And this is California. No weather here. Originally told 10 min delay.,Flight Issue
not yet! Supposed to get it early evening tonight. Don't want to have to go to the store and buy new necessities.,Luggage Issue
"been with my GF for 2.5yrs, she's from SF &amp; I live in Tulsa. SWA always takes me there to see my love! #SouthwestLuvSweeps",Satisfied
Nashville airport has runways open. It appears southwest is only airline cancelleding flights. Is this likely to change?,Flight Issue
Sent. Thanks VP!,Satisfied
"she's still stranded in DC. Sat until 3:30am with 100 other kids. They were starving, and exhausted.",Flight Issue
flight #211pilot spilled his tea on the radio! Yay for delays! Almost an hour now!,Flight Issue
Thank you so much for stepping up your game and making my day after night of elevator music. Much appreciated.,Satisfied
"used to love you, but you keep rescheduling my flights.  #southworst",Flight Issue
- just talking to customer service  makes me appreciate you even more!  They could learn so much from you!,Satisfied
"My brother &amp; his girlfriend’s flight cancelled 3 times, now leaving 72 hours Late Flight and dropping letter grades at school. Help?",Flight Issue
Thanks for the response. Was able to get my situation resolved. Not a fan of Mother Nature today. :),Satisfied
you cancelled my flight to BNA. I have flight from BNA 2 MDW tomorrow AM. You stranded me in DEN. I've been on hold all day,Flight Issue
thanks I think we've got it figured out,Satisfied
"I got a flight at 11:55am on Thursday but looking for something tomorrow, anything available?",Satisfied
got it squared away. Thank you. I had a man on the inside help me out!,Satisfied
"Another great flight &amp; crew, Las Vegas-Chicago #3397. Thanks!",Satisfied
an entire flight of luggage missing at #dca.  Over an hour and nobody knows anything.,Luggage Issue
finally got through. Thanks!,Satisfied
"thanks, got put on the am flight tomorrow.  Don't have much faith it'll get off the ground tomorrow though.",Satisfied
"Buying Early Bird was pointless. You moved me to a diff flight b/c first one was delayed, so I lost my boarding position.",Flight Issue
I love Southwest and Payton Taylor!,Satisfied
they put me on the next flight available.. tomorrow morning :( Any idea if BNA will be open in the morning for my flight?,Flight Issue
I understand a delay but to be stuck on the plane longer than the flight is unacceptable,Flight Issue
no worries. You're doing the best u can. Already Cancelled Flighted my biz trip. Still $LUV you! -RR 1079871763,Satisfied
Heard apology ~45 times in the &gt;60 mins I was on hold. Now flying from another airport at a different time but delayed AGAIN,Flight Issue
no worries. We got thru eventually. I was just curious. Best of luck to you dealing with the weather!,Satisfied
can someone help me set up a callback today?,Flight Issue
how about when there are cancelledlations you just have a link to rebook like you did for initial storm issues?,Flight Issue
flt 648 from Buf to MCO. Conf#FGKXV5. Please also look into reimburse for car 587701925COUNT that I had to cancelled,Flight Issue
yes. Thank you. Oct 25-oct 31,Satisfied
I did eventually get through but that flight cancelled.  Decided to drive but gave up holding to process refund,Flight Issue
Flight cancelled out of BNA.... Do I have to reschedule now or can travel funds be put back into my account for future use?,Flight Issue
can i have my bags back   ding!!,Luggage Issue
always when I fly SW. #loyalRRmember,Satisfied
"thank you, someone finally answered and was able to change my flight that was Cancelled Flighted bc of ice. Thank you for response",Satisfied
I need to request a refund on my flight that was cancelled this morning due to the weather.,Flight Issue
Thanks a ton!,Satisfied
LUV Ya Too!!!!  I will sing a song for y'all when I finally get on that plane back to Nashville!!! #LOVESOUTHWESTAIR,Satisfied
is having a sale! I'm delighted!,Satisfied
about time! Thank you!,Satisfied
Finally! Integration w/ passbook is a great Valentine gift - better then chocoLate Flight. You do heart me.,Satisfied
you guys are awesome... #dontchangeathing #luv,Satisfied
Karen with customer service was very helpful. Thank you for providing one bright spot in a frustrating situation.,Satisfied
"can you follow me? Flight cancelled, can't rebook online, been on hold for 2 hours.  Would love to DM flight info. Thank you.",Flight Issue
Thanks. Yes I got through. Biggest frustration is that I'm no longer able to check in online for my flight after 4 cancelleds.,Flight Issue
and thanks!,Satisfied
"its all good. flight eventually took off, and landed safely. oh, and I got the free cup o wine. thx",Satisfied
. you've got a mess here at DTW but your staff is doing great.,Satisfied
flying to LGA in the dead of winter? #jvstatus EWR &amp; JFK is always the intelligent option.,Flight Issue
Great job with the Passbook integration! It’ll really help streamline the commute to San Fran! 😊☕📲✈,Satisfied
Great job!! Looking forward to my next trip being able to use this new feature!,Satisfied
"Flight cancelled, reFlight Booking Problems online has not worked, on my second round of hold (3 hrs now). Any other options?",Flight Issue
do you not try to get customers to their destinations? No help to get on another airline if you had no flights for 3 days?,Flight Issue
Thank you.,Satisfied
discount for three delays?,Flight Issue
+   = outstanding customer service!  Thank you!,Satisfied
finally!,Satisfied
Hi-My flight (BNA to LGA) was cancelleded this morning--#1814. Looks like other flights out of BNA are taking off. Any chance?,Flight Issue
"Beautiful, thanks a ton!",Satisfied
I'm showing flight 4720 delayed again. Would my boarding pass still be good or was my seat given away?,Flight Issue
the last 4 times I've arrived  our gate has been blocked by a slow to depart plane leading to 30-60 min delays,Flight Issue
thanks do yall expect to be operational tomorrow out of Nashville?,Satisfied
on hold for 2 hours and then you hung up 3 cancelled flights. Running out of daycare for our kids who are trapped at home.,Flight Issue
flight was cancelled and it won't let me rebook online. Wait time on phone is too long. Please help,Flight Issue
We have been stuck in SJU for several hours and no one is answering here. Really tough to LUV SW. No response is bad.,Flight Issue
nice work on the update!,Satisfied
"Yesterday on my way from EWR to FLL just after take-off. :)
#wheelsup #JetBlueSoFly http://t.co/9xkiy0Kq2j",Satisfied
but by cancelleding my flight and pushing me to the next day I'd lose $150 hotel which was why I was trying to get a same-day flight.,Flight Issue
thank you for the information.,Satisfied
cancelleded my flight. Went with another airline 2 leave 2day. They cancelleded also. Called JetBlue &amp; got same flight but now $250 more👺,Flight Issue
"upset with the lack of communication we've received for our ""on time"" flight 1170 out of MCO",Flight Issue
great.,Satisfied
thanks great recap. I wouldn't have been able to sleep!  I was nervous the bad guy was getting away. 😉,Satisfied
flight 117. proud to fly Jet Blue!,Satisfied
"awesome, thanks! on hold now.",Satisfied
"what are the chances of actually flying out of Charleston today?? Cold, rainy weather in the south of all places...",Satisfied
I did see that! Working on picking up a trip or two as we type.,Satisfied
Thanks for the quick reply! Just wanted to make sure it wasn't just my account :),Satisfied
wouldn't mind paying for the snacks but no $ for tix :-) Great job guys!,Satisfied
here you go... Your napkins pretty much say it all! http://t.co/OxY1Jnpjm3,Satisfied
"“:  Why not? We'd sure love to see you, Ruth! #JustDoIt #YouKnowYouWantTo ;)” you know me too well 💘",Satisfied
"you don't need to cut services, charge more and give a better flying experience. That's why I use jet blue in the first place",Satisfied
Longing to look into the blue eyes. #firstlove,Satisfied
you all are the best #flyfi # ondemand #leatherseats #hipunis #legroom,Satisfied
"WOW~Thx for thinking of us, Greg! Heard #SOBEWFF was amazing! We've heard the same about  (ps thx for the info) #TeamNKH",Satisfied
"Annnndddd, I just booked my flight. That was easy.",Satisfied
Thank you very much!,Satisfied
it will be glowing. Your crew and your aircraft sparkled. You guys know about  right? Might be a good partnership:),Satisfied
glad you like it. Feel free to steal it.,Satisfied
your blue helped bring out the color of my eyes. And I promise I didn't eat all the free snacks.,Satisfied
thanks to you customers like me stay loyal. From check in to landing.,Satisfied
A320 pulling into the gate as the sunrises here at  this morning #jetbluesofly #jetblue #airbus http://t.co/JGdu5us8Dz,Satisfied
Thx for the quick response .... yep I tried- but it can't find the flight when I Input the Confirmation #,Satisfied
Wish Everyone felt like you,Satisfied
sounds great! Thank you!! :),Satisfied
Was nice to see your Veterans Advantage Program at the gate on Sunday @ MCO.Keep up the good work at  JetBlue,Satisfied
incredible PR team. 👏👏👏👏,Satisfied
Thanks. I'm finding lower fares already on other carriers with direct flights. July 8 - 13.,Satisfied
I just DM'd you!,Luggage Issue
"“:  Thanks for the kind words, Janna! #WeAppreciateYou #TrueBlue” and now I'M feeling like a boss #jetbluefame",Satisfied
boarding the back of the airplane first. Like a boss. #sosmart #jetblue #frequentflyerappreciates #alsoyayforsnacks,Satisfied
sooo earlier i said i couldnt fly with you for my school trip but now i can! 😏,Satisfied
why was Flight 1856 delayed to Buffalo ?  It’s a direct flight and the plane is at the gate.,Flight Issue
we were supposed to be Vieques by 3pm,Flight Issue
"absolutely. The missed connection caused us to miss our ferry to Vieques. Get us to Vieques. Also, flight vouchers. #PRBound",Flight Issue
why are you always so amazing! #jetblue #trueblue http://t.co/iIMTJxcvLG,Satisfied
great will do once I land in JFK,Satisfied
haha. TY. Do you know what time that lane opens at Logan?,Satisfied
sure is 💙,Satisfied
"after my second call to customer service and the fifth person I talked to, an amazing rep fixed it in about 5 mins! :) #persistence",Satisfied
thanks so much!,Satisfied
That makes two of us! Lol #Blushing,Satisfied
Happy Anniversary!! It's hard to believe you're 15!! You're so young!,Satisfied
#1680 Super smooth flight and landing. Nicely done.,Satisfied
we would have been up in the air by now. Now our new plane we've been redirected to has mechanical errors aka more delays 2/3,Flight Issue
you delay all my flights. Then you redirect my gate. Then you tell me had we stuck with the original gate we would have 1/3,Flight Issue
- I did that as soon as I realized. Will they try to figure out who is stealing from people's bags? Security cameras? Anything?,Luggage Issue
"- I did, but since I was stranded in SYR without a ride I missed the window of opportunity to have rights in this matter. (4 hours)",Luggage Issue
DONT LOSE MY LUGGAGE!!!,Luggage Issue
not one of my four flights this trip has been on time. What the he'll is your companies problem?,Flight Issue
"FYI, I'm onboard #616 comfortably travelling to JFK, seat was no problem as you said. Thanks for making flying more civilized!",Satisfied
"I like "" Follow  """,Satisfied
mco to lag two hour delay and sitting in Tarmac going on 40 minutes with infants crying on plane!! Get us off this plane,Flight Issue
well our plane just landed at the international terminal... so they announced the 10 pm new time.,Flight Issue
there were seats but after waiting on hold for 20 minutes they were gone-now she has to stay another night in charleston-very pricy,Flight Issue
"not ok to cancelled flight 1274 tmrw for ""weather"" &amp; to rebook 4 flight the next day when there is flight tmrw night. no compensation?",Flight Issue
I guess you weren't able to do anything to improve the time.. and now it looks even Late Flightr.. going to be a #zombie tomorrow,Flight Issue
"Not trying to make you look bad, on your website it says: ""Due to weather in the Charleston, NC"" Its actually in SC, not NC",Satisfied
"we're home, you guys recovered, now we can laugh about it and the extra day in barbados. Will you open Cuba soon?",Flight Issue
"Btw, thanks for responding quickly!!",Satisfied
flight for tomorrow morning cancelleded &amp; can't seem to rebook me. They can't even get me a seat. No clear answer on why cancelleded.,Flight Issue
you found my camera!  Thank you!  You rock!,Satisfied
Stop. Please. RT : Our fleet's on fleek. http://t.co/EUl6sDURbU,Satisfied
Gotcha... thanks for the update. I'm ready to go whenever you are :) Enjoy your evening.,Satisfied
"Gotcha... but ""lessening the delay"" ... that part's not happening, right?",Flight Issue
"Well, thankfully they've got a nice food court here...When will an update be posted?",Satisfied
any idea what caused the delay on flight 1316 FLL &gt; Jax ?,Flight Issue
"Worked now, ty",Satisfied
once again my flight is delayed. I hope I dont miss my  connecting. Please don't fuck me... I have a girlfriend -_-,Flight Issue
"I would prefer a similar picture but full of E190 tails, but great shot!",Satisfied
So relieved I'm flying  after listening to everyone at the neighboring gate bitch about Spirit. My airline's better than yours.,Satisfied
“: Our fleet's on fleek. http://t.co/g12sn5qsqZ”- no... Yall better than this,Satisfied
"We had 2 great flights into and out of the Bahamas, even during the bad weather in the northeast, thanks for the great service!!!",Satisfied
: So excited to hear about your move towards international travel from Long Beach Airport!,Satisfied
Thanks so much for talking to me! The article about #Twitter chats came out great! http://t.co/rKorHvR9z1 #contentmarketing,Satisfied
three hours on s delayed flight staring a blank screen. At least a heads up so you could download a movie,Flight Issue
"Noooo don't do it, please don't do it 😩RT : Our fleet's on fleek. http://t.co/lsxJI0oUvR”",Flight Issue
you guys operate a world class company and for that I thank you,Satisfied
we haven't even gotten off the plane yet! I can't afford to miss my flight back to Boston! Ugh.,Flight Issue
We just landed in Vegas but not allowed to leave the plane just yet. Thanks for making me miss my flight at 1 pm. #fustrated,Flight Issue
"loved the service from the staff at Newark today. 

Good service goes along way.

I appreciate your preciation  

Nj ✈️Tampa 

🔵🔵🔵",Satisfied
Don't show these to Larry Fedora. RT : Our fleet's on fleek. http://t.co/qqlzk2jkzR,Satisfied
lolol,Satisfied
shows us their sense of humor with these tongue-in-cheek flight etiquette videos: http://t.co/GGuAA1JvDF,Satisfied
true. Maybe. Wish I had expedited security haha,Satisfied
Why “: Our fleet's on fleek. http://t.co/a7NvbJ8ipx”,Satisfied
Power Moves RT : Our fleet's on fleek. http://t.co/t9s68korSN,Satisfied
STOP THIS “: Our fleet's on fleek. http://t.co/Ac6zwmuOOn”,Flight Issue
Lmfaooo “: Our fleet's on fleek. http://t.co/1G9RnmYUQe”,Satisfied
"""LOL you guys are so on it"" - me, had this been 4 months ago...“: Our fleet's on fleek. http://t.co/LYcARlTFHl”",Satisfied
"wow, keeping up with the times...",Satisfied
We didn't need this. RT : Our fleet's on fleek. http://t.co/cpZB285o71,Flight Issue
I always look forward to JB RT :  :) Looking forward to welcoming you onboard! 💙,Satisfied
any info on why flight 704 from SJU to JFK is already delayed 2 1/2 hours?,Flight Issue
toss this ticket...it's great PR and I'm sure every college student following me will be willing to rock out wit too 👀👀,Satisfied
“: Our fleet's on fleek. http://t.co/3kVkd8yRxa” + lol wow,Satisfied
Lovely! RT : Our fleet’s on fleek. http://t.co/Hi6Fl1AX9E,Satisfied
"Yall tried it. "": Our fleet's on fleek. http://t.co/62GoDFaKNB”",Satisfied
my family and I are excited to see you too😊😊,Satisfied
"I love flying with u, but I have a question, why is one of ur planes called ny jets",Satisfied
sounds good!!!💙💙💙💙,Satisfied
“: Our fleet's on fleek. http://t.co/JMnkJ6Bmc2” Jet Blizzue in the hizouse.,Satisfied
"Very excited, for the first time this Sunday, March 1 I get to fly #JetBlue flight 123 #Mint from JFK. Looking forward :-)",Satisfied
hahah 😂👌👌👌 love flying jet blue tho!! http://t.co/7VeE44MACM,Satisfied
“: Our fleet's on fleek. http://t.co/vOUUFRN4jS” YASSS JetBlue ! Tell them !,Satisfied
"lmfao, i love it",Satisfied
I have a little more time then that..lol. Well actually a lot more. 36 days more. But I'm just excited!!,Satisfied
LMAO “: Our fleet's on fleek. http://t.co/aIyC9WV5oq”,Satisfied
well here we go,Satisfied
“: Our fleet's on fleek. http://t.co/kVXs1lCqLp”  new fav airline,Satisfied
Hopefully now my application for JetBlue donut designer will finally go through the proper channels.,Satisfied
Looking cool,Satisfied
Definitely! Lots of announcements and the app is great.,Satisfied
you bet:),Satisfied
Sure did go south after breakfast though! Delayed three hours. :( :( :(,Flight Issue
thank you. Appreciate that!!,Satisfied
The chairs could use some TLC. And more power outlets in the area would be a bonus. Headed to  !,Satisfied
Thanks. Used phone instead of computer and it worked!! Thx again!,Satisfied
"alright .... done! alternatively, if you'd like to charter a private jet for me to PITT i will gladly accept :)",Satisfied
great job getting flight 28 in 10 minutes early. Too bad we're at 50 minutes and counting waiting for our bags.,Luggage Issue
"All good, I just have 2 remind myself that if this was 1914 I might be on a horse &amp; buggy. So what's a little delay right.",Flight Issue
"good to know, thanks so much!",Satisfied
Unhappy with 4 hour delayed flight.. Missed dinner,Flight Issue
Thank you for the quick response! I am trying to request abassinet for my son. it would be great if you can help me with my request,Satisfied
Mark T.  in Austin was great handling my bag issue.  #thanks,Satisfied
"Good one! And indeed, it's JetBlue's finest day in history!",Satisfied
thanks! Calling right now!,Satisfied
Haha. Thanks. You guys are great. Unlike the . ;-) #GoPatriots!,Satisfied
thanks,Satisfied
it was booked through work but added upgrade on seat. Need the upgrade receipt.,Satisfied
Thank you for the free flyfi!! Makes an already great airline even better! #jetblue #Boston #westpalmbeach #flybetter,Satisfied
thank you!!,Satisfied
I wish you all the best of luck :-) I'm enjoying the luxurious free!! amount of leg space rn. Thanks,Satisfied
great to see the RedSox plane and your reminder you ❤️NY side by side at JFK #catsanddogslivingtogether http://t.co/KFUyYoKUFv,Satisfied
what is the deal with flt 460 today? Departure keeps changing. When is it going why is it so Late Flight?,Flight Issue
"lol at your ""estimated departure time."" Plane hasn't even started boarding yet. You can't even get your delays right.",Flight Issue
no I asked. Either way it doesn't make the flight less delayed.,Flight Issue
2324 from Orlando to Dca ! And my awesome flight attendant is Robert!,Satisfied
shocker my flight delayed an hour. Thanks for reminding me why I switched to delta.,Flight Issue
are going to let Fl382 into a gate in BOS any time soon? We're just sittin' here on the tarmac  waiting.,Flight Issue
"Thanks JB. Actually, As a birder I love them too. They just need to be outside. It shouldn't be too hard to trap and move them.",Satisfied
"flight from JFK-SFO was pure awesomeness. Mint Class and Tim our attendant was the best! Other airlines, take notes!",Satisfied
last sleep in Cali... back to JFK tomorrow night.  Looking forward to an another amazing flight with you all :),Satisfied
"Woo! Update! Flight 915 is now possibly delayed by more than 2hrs!  Power of positive thinking, people.",Flight Issue
with the free wifi #impressive #FlyFi http://t.co/T1RYpzEBc8,Satisfied
"Didn't find out my flight for NY, scheduled to leave at 9:30pm, is delayed by more than 1.5hrs until AFTER checking in. Huge fail.",Flight Issue
Vegas desk said JFK connect would b held 4 us and 26 others on our plane now staff at JFK says weather was problem. #epicfail,Flight Issue
other jfk to Boston flights went off with some delay but not this.  #epicfail,Flight Issue
mint seats are AWESOME! :-)  best business class in the US!!!,Satisfied
"- WTF, stuck at JFK for 2+ hrs in a delay to Boston cuz u say snow.  No snow on weather map!!!  WTF!!!",Flight Issue
thank you for getting me home. And despite all odds I have reunited with my delinquent Southwest luggage. Now homeward,Satisfied
ok thanks. Safety first.,Satisfied
apparently the plane was delayed coming up from San Juan. Monsoon there today?,Flight Issue
over 2 hour delay going from NYC to Denver! Come on man!,Flight Issue
"- Fix your @#$&amp; jet bridges.  40 minute delay, 2nd gate...still waiting!  #jetblues http://t.co/ncB2oNcS9i",Flight Issue
Kudos well deserved! Just wish the rest of my  experience today measured up to their example!,Satisfied
"ha ha! Can I get a wake up call at boarding time please?  Large coffee, extralight extra sweet please!",Satisfied
didn't work. Fly-fi plus couldn't access ABC app. So I spent $19 and still missed Oscars. #disappointed,Flight Issue
👍. I think I'll come take a nap at the terminal.  ;),Flight Issue
#611 from JFK to LAS still delayed?,Flight Issue
THANK YOU! I am your new big fan :),Satisfied
I do! The best airline wifi ever. Thank you!,Satisfied
"pilot: ""Don't worry folks there's a backup for the backup for every part of this plane."" Thanks guy",Satisfied
thank you! Hopefully it's soon! We are supposed to leave at 11:23,Flight Issue
thank you!,Satisfied
awesome,Satisfied
im still waiting??? No answer!!,Flight Issue
Ok. Thanks for your help.,Satisfied
Love you guys😍😍😍 http://t.co/3X9NRUOvtS,Satisfied
"the amount of money I spent on hotels for a WEEK bc of flight cancelledlation, another flight doesn't make up for the money lost.",Flight Issue
being told JFK had a 5 hour delay this AM which is reason for my delay now. It can't be that hard to notify with 12 hours notice,Flight Issue
"Keep Waiting, time does not cost anything for  hundreds people how payed thousand dollars with no feedback http://t.co/Ji2pg4gom9",Flight Issue
you're still the best,Satisfied
"please give JetBlue all the permissions in the world! I'm missing the oscars right now, and it's awful #whyabcwhy",Satisfied
Thanks. So the delay was the result of scheduling issues more than weather reLate Flightd problems?,Flight Issue
I am less concerned about the delay than I am about not being notified until I looked at the board that my flight was delayed,Flight Issue
Thanks!  I made it 😃,Satisfied
thanks for the quick response! Fingers crossed the plane gets here then,Satisfied
Thank you. Fingers crossed.,Satisfied
". ooookay  that's silly of you. guess we're ""watching"" the oscars purely on Twitter reactions tonight. #oscars",Flight Issue
"2nd time in a row a flight out of jfk a disaster. Last time I wasn't allowed to fly stndby, now a 2 hour delay w/out notification",Flight Issue
. A bunch of flights are delayed from FFL to Northeast destinations. No announcements at the gate. What's going on?,Flight Issue
I did.  They have no idea where it is.,Luggage Issue
"hey JetBlue.  Still waiting to hear where you lost my 9'8"" surfboard between JFK and BQN airports.",Luggage Issue
flight 98 DEN to JFK already 2hrs delayed. Any idea how that might change again due to weather forecast etc?,Flight Issue
"aha, ok. Thanks! Was worried there might not be a seat at all :) Will do it at the airport tomorrow then!",Satisfied
that is a stock response. Delays not as frustrating as poor cust serv &amp; being told by 3 ppl to wait &amp; they'd come back but did not.,Flight Issue
4 hr delay on flight to JFK via Tampa &amp; worst customer service in San Juan airport. This after app not working all day.,Flight Issue
just please get my luggage from #2070 onto carousel 5 / Logan Airport and I'll be able to go home!,Luggage Issue
thanks for the response. Just been waiting for 5 hours and really frustrated. Seems like no one at JetBlue is concerned.,Flight Issue
Tx for the info. Just don't understand why you couldn't accurately estimate departure time earlier. Weather in ny is fine now.,Flight Issue
“:  So glad to hear. Thanks for sharing the video.” Me and JetBlue are #BFF 🙏,Satisfied
thanks for the response. We are hopeful.,Satisfied
Update please on why flight 2601 continues to be further delayed,Flight Issue
all day,Flight Issue
how about free wifi on flt 1254 out of PBI to make up for 2.5 hr delay? Treat us right.,Flight Issue
why is flight 1106 delayed out to NY? Same problem?,Flight Issue
thanks for the update. 'Preciate it. Hope it gets here. Been delayed 2 days getting back,Flight Issue
yes. They are working on it. Hoping bag is on the next flight and will deliver home...,Luggage Issue
thank you for the refund of the change fee for a recent flight affected by our bizarre winter. Excellent customer service and focus,Satisfied
Flight 136 departs 2:14 AM  Finally!!!  Arrived JFK with no psgrs at 5:39 PM.  That's a long flight. AKA BUS http://t.co/KfKjF1ZtGi,Flight Issue
thanks for help. Can't wait to travel with! And get out of the snow.,Satisfied
"last flight was cancelled, then it was 2 hours to change a light bulb, now sitting here waiting for maintenance. Unreal.",Flight Issue
thanks for answering my questions!,Satisfied
anything serious I should worry about?,Flight Issue
cool! Are there stairs at JFK? I can walk short distances but not stairs.,Satisfied
Your scheduling skills failed. The delay went from four hours to nearly six. Don't tell me you were snowbound in PBI.,Flight Issue
", thanks for not guarantee that you can not deli ever my bags to my hotel, when bag missed connection. #sFO #customerservicenot",Luggage Issue
What's your excuse this time for 1117 delay from LGA to TPA? I know the plane is in the air.,Flight Issue
why are there so many delays to north east cities?,Flight Issue
"what's up? Three delays so far, resulting in over three hours of unnecessary, extra waiting.",Flight Issue
"For the record, that was less than a 10-minute turnaround time for the answer from the question.  JetBlue rocks!",Satisfied
"from San Diego with a 4 hour delay to JFK!Even you have a Amex  JetBlue, even having over 50.000 travel miles, you're still nothing",Flight Issue
Third straight time that my flight has been delayed flying with you guys. This will be my last trip with you.,Flight Issue
"you've let me down. 2:15 delay at JFK because of inbound flight from Syracuse, really? #ishouldhavedriven",Flight Issue
thanks for NOT! Sending me an update that our flight was delayed 3 hours. Unbelievable!,Flight Issue
5 hours delayed now in hour increments?  Really?  &amp; as Mosaic I still have to pay $25 to use lounge during this waste of a Sunday?,Flight Issue
"no, I haven't done that yet. Is that something I can do online? Thx!",Luggage Issue
Thank you for the reply. Would've appreciated communication before checking in about the delay. JetBlue used to be my go-to,Flight Issue
"btw, Robin Hayes is speaking at next month's  aviation summit. He ought to give a shout out to his Twitter team. You rock",Satisfied
oh. And thank you for responding,Satisfied
where is it coming from? I thought Tampa?,Flight Issue
exactly why is my flight delayed? 599 BDL to DCA? Can't seem to get an answer,Flight Issue
thanks. We are ticketed on stand by for flight 1970. I hope we make it out. Fingers crossed,Satisfied
at what point in delays can I take a different flight to my destination?,Flight Issue
thank you guys! You are the best! 🙌✈️,Satisfied
love it as always!,Satisfied
"every time I look at the flight status, 30 more minutes is added to the delay. How about some points for trouble??",Flight Issue
"hey awesome peeps, what's up with flight 1159 from Boston? Delayed 3hrs?",Flight Issue
"what a great experience on flight from SFO to JFK; seats, service, food, everything is top quality. I will be back. Very soon!",Satisfied
"Flights 1384 and 1583. I have picked up twice this week for 1583, and both times it was delayed!! 😕",Flight Issue
"What's up with delays to and from Boston today? My sister is trying to go home, and bro-in-law trying to come to RDU. Craziness!",Flight Issue
118 to Boston still sitting,Luggage Issue
thanks for replying-I feel a little better we'll see how it goes ☺️✈️,Satisfied
I waited 3 hrs for my bags and my flight was only 2 hrs,Luggage Issue
"backlog is an hour at most, this is over two!  Unacceptable!!",Flight Issue
your agent told us TSA didn't have a crew to get bags!,Luggage Issue
you guys rock!,Satisfied
my email is my twitter handle followed by gmail ☺👍👍,Satisfied
Awesome! #bestairlineever,Satisfied
